id;id_pregunta;respuesta;correcta
1029;211;SETA? 🍄;False
1030;212;La región geográfica donde ocurren;False
1031;212;La intensidad del viento;False
1032;213;Federico García Loca;False
1033;213;Luis Cernuda;False
1034;213;Rafael Alberti;False
1035;213;Jorge Luis Borges;False
1036;214;1482;False
1037;214;1495;False
1038;214;1505;False
1039;214;1519;False
1040;215;Quincallero;False
1041;215;Farfolla;False
1042;215;Frangornio;False
1043;215;Anacoreta;False
1044;216;1,90 m x 1,40 m;False
1045;216;1,50 m x 1,90 m;False
1046;216;2,00 m x 2,00 m;False
1047;216;2,10 m x 1,60 m;False
1048;217;Billie Eilish;False
1049;217;Post Malone;False
1050;217;Dua Lipa;False
1051;217;Harry Styles;False
1052;217;Taylor Swift;False
1053;217;Bad Bunny;False
1054;217;Coldplay;False
1055;218;Música clásica;False
1056;218;Una lectura de la biblia;False
1057;218;"""Estás preparado""";False
1058;218;El sonido de una bombilla encendiéndose;False
1059;218;"""Te quiero""";False
1060;218;"""Hola?""";False
1061;218;El himno de Italia;False
1062;219;"Hacerlo ""Rápidamente/ ""a fuego"" 🔥💨";False
1063;219;Hacerlo a 4tito/doggy style 🐩🐕;False
1064;219;Hacerlo a diario/como costumbre 📆📅🗓️;False
1065;219;"Hacerlo sin pensarlo 2 veces/ ""de una"" / aqui te pillo aqui te mato 🤯🤪";False
1066;219;Hacerlo sin ponerse protección/ sin ponerse capuchón ❌🪖❌;False
1067;219;Hacerlo sin que se entere la gente / a lo callao, que se repite, ya sabéis ... 🤫🤐;False
1068;219;Hacerlo sin descansar / sin tregua 🕛🕜🕛🕜❌💤❌;False
1069;220;Ácido sulfúrico;False
1070;220;Óxido nitroso;False
1071;220;Dióxido de carbono;False
1072;220;Metano;False
1073;220;Ácido nítrico;False
1074;220;Óxido de etileno;False
1075;220;Geosmina;False
1076;221;Tiburón mako;False
1077;221;Pez vela delPacífico;False
1078;221;Pez espada;False
1079;221;Aguja azul;False
1080;222;Victoria de las fuerzas soviéticas;False
1081;222;Victoria de las fuerzas alemanas;False
1082;222;Empate;False
1083;223;La teoría del colapso gravitacional de estrellas masivas;False
1084;223;La teoría de la evolución estelar de bajas masas;False
1085;223;La teoría del Big Bang y la expansión del universo;False
1086;223;La teoría de la relatividad general de Einstein;False
1087;224;Grafeno;False
1088;224;Diamante;False
1089;224;Acero reforzado con fibra de carbono;False
1090;224;Tungsteno;False
1091;225;Las prácticas agrícolas intensivas y el uso excesivo de productos químicos agrícolas;False
1092;225;El cambio climático y la degradación del hábitat natural de las abejas por este;False
1093;226;0,0958 segundos;False
1094;226;0,958 Segundos;False
1095;226;9,58 segundos;False
1096;226;95,8 segundos;False
1097;226;958 segundos;False
1098;226;9580 segundos;False
1099;226;95800 segundos;False
1100;227;Enemiguérrimo;False
1101;227;Inimicérrimo;False
1102;227;Enemicistósico;False
1103;227;Enemicérrimo;False
1104;227;Enemiglífico;False
1105;227;Enemicisimo;False
1106;227;Enemigógeno;False
1107;228;Pinto pinto;False
1108;228;Pito pito;False
1109;229;La lámina ungueal;False
1110;229;La hiponiquia ungueal;False
1111;229;La eponiquia ungueal;False
1112;229;La cutícula ungueal;False
1113;229;La placa ungueal;False
1114;229;La intercesora ungueal;False
1115;229;La cresta ungueal;False
1116;230;York;False
1117;230;Serrano;False
1118;231;sí, no pone nada por el día por tanto ha desperdiciado la oportunidad de las horas de mañana/tarduki;False
1119;231;no, ha tenido los santisimos cojone de lanzar su hora a las 20:00;False
1120;232;El aceite utilizado para calentarlas;False
1121;232;Las ondas electromagnéticas emitidas por el microondas que interactúan con los granos de maíz;False
1122;232;La temperatura del microondas;False
1123;232;La cantidad de tiempo que se tarda en calentar las palomitas de maíz;False
1124;232;La presencia de aire en los granos de maíz;False
1125;232;La variación genética de los granos de maíz;False
1126;232;Las pequeñas bombas de aire ubicadas dentro de los granos de maíz que se activan con el calor;False
1127;232;El contenido de almidón del maíz;False
1128;233;Jordania;False
1129;233;Kuwait;False
1130;233;Arabia Saudita;False
1131;233;Japón;False
1132;233;Reino Unido;False
1133;233;Gibraltar;False
1134;233;Baréin;False
1135;233;Islas Caimán;False
1136;234;arreglándote;False
1137;234;ve arreglándote;False
1138;234;otra;False
1139;235;Ribosomas;False
1140;235;Lisosomas;False
1141;235;Cloroplastos;False
1142;235;Mitocondrias;False
1143;236;Venus;False
1144;236;Mercurio;False
1145;237;12;False
1146;237;20;False
1147;238;Verano;False
1148;238;Invierno;False
1149;238;Otoño;False
1150;238;Primavera;False
1151;239;Ligamentos;False
1152;239;Ligaduras;False
1153;239;Articulación;False
1154;240;Hipotálamo;False
1155;240;Tálamo;False
1156;240;Cerebro medio;False
1157;240;Cerebelo;False
1158;241;Reflexión;False
1159;241;Refracción;False
1160;241;Difracción;False
1161;241;Polarización;False
1162;242;Moscow Mule;False
1163;242;Me porto bonito;False
1164;242;Titi me preguntó;False
1165;242;Efecto;False
1166;242;Ojitos lindos;False
1167;242;Callaita;False
1168;243;Mora - Escalofrios;False
1169;243;Myke Towers - Extra Extra;False
1170;244;-;False
1171;244;3;False
1172;244;4;False
1173;244;5;False
1174;244;6;False
1175;244;+;False
1176;245;0.125 km;False
1177;245;0.25 km;False
1178;245;0.5 km;False
1179;245;1 km;False
1180;245;2 km;False
1181;245;5 km;False
1182;245;7 km;False
1183;246;👍;False
1184;246;👎;False
1185;247;Banda;False
1186;247;Ellos;False
1187;248;💩;False
1188;248;🏹;False
1189;249;Black Hood;False
1190;249;Dark Hood;False
1191;249;Green Hood;False
1192;249;Dark Arrow;False
1193;249;Green Arrow;False
1194;249;Nightwing;False
1195;249;Nightbow;False
1196;250;Cleptomania;False
1197;250;Enuresis;False
1198;250;Cropofagia;False
1199;250;Nosomania;False
1200;250;Onicofagia;False
1201;250;Nefrogénesis;False
1202;251;Mercurio;False
1203;251;Té de testículo de castor;False
1204;251;Estiércol;False
1205;251;Mucus de caracol;False
1206;251;Testículos de comadreja;False
1207;251;Preservativos;False
1208;252;A quién...;False
1209;252;Dónde...;False
1210;252;Cómo...;False
1211;253;Unión Europea;False
1212;253;URSS;False
1213;253;Estados Unidos;False
1214;254;URSS;False
1215;254;Estados Unidos;False
1216;254;Abinisia;False
1217;255;Norte de la Península Ibérica;False
1218;255;Este de la Península Ibérica;False
1219;255;Sur de la Península Ibérica;False
1220;256;Trucha;False
1221;256;Caballa;False
1222;256;Salmón Rojo;False
1223;257;En la jaula del león;False
1224;257;En la jaula de los osos polares;False
1225;257;En la jaula de las nutrias;False
1226;258;12;False
1227;258;15;False
1228;258;16;False
1229;258;17;False
1230;258;18;False
1231;258;20;False
1232;259;Calamocos;False
1233;259;Matagorda;False
1234;259;Entrepenes;False
1235;259;El Gordo;False
1236;259;Malcocido;False
1237;259;Venta de Pantalones;False
1238;259;Aceituna;False
1239;260;Fútbol;False
1240;260;Baloncesto;False
1241;260;Ajedrez;False
1242;260;Ballet;False
1243;260;Natación;False
1244;260;Pesca;False
1245;260;Caza;False
1246;261;Magrebi;False
1247;261;Gitano;False
1248;262;Still rapping;False
1249;262;Baile de la lluvia;False
1250;262;Cuando me miras;False
1251;262;Na de na;False
1252;262;Huele a nuevo;False
1253;262;Sangre;False
1254;262;Llorando en la limo;False
1255;262;Cabernet suavignon;False
1256;262;Pussy call;False
1257;262;Siempre quise todo;False
1258;263;👍;False
1259;263;Mid;False
1260;263;👎;False
1261;264;aquel causado tras hacerle daño a un ser querido;False
1262;264;aquel causado tras hacerle daño a un desconocido;False
1263;264;aquel causado por el desvanecimiento de un logro estando muy cerca de conseguirlo;False
1264;264;aquel causado por el fallecimiento de un familiar o amigo, tras un largo periodo de sufrimiento;False
1265;264;aquel causado por la incapacidad de actuar ante una situación desagradable;False
1266;265;TangoWorld;False
1267;265;TrangoWorld;False
1268;266;Subir unas escaleras infinitas;False
1269;266;Estar atado a una rueda que gira eternamente;False
1270;266;Comer eternamente sin detenerse;False
1271;266;Tras matar a su padre, cargar de él en su espalda para la eternidad;False
1272;266;Vagar por la Tierra eternamente;False
1273;266;Con sed y hambre, estar al borde de un lago y bajo un árbol con frutas, sin poder alcanzarlo/las;False
1274;267;👍;False
1275;267;👎;False
1276;268;Más de 20M de reproducciones;False
1277;268;Menos de 20M de reproducciones;False
1278;269;20;False
1279;269;22;False
1280;269;Ninguna de las anteriores;False
1281;270;Shake It Off - Taylor Swift 🧚‍♀️;False
1282;270;Ojitos Lindos - Bad Bunny 🐰;False
1283;271;Flowers - Miley Cyrus;False
1284;271;Double Fantasy - The Weekend, Future;False
1285;271;Ella Baila Sola - Eslabon Armado, Peso Pluma;False
1286;272;11/01/2023;False
1287;272;04/01/2023;False
1288;272;18/01/2023;False
1289;273;Cieg@;False
1290;273;Manc@;False
1291;274;A;False
1292;274;B;False
1293;275;Parte de la actual Navarra perteneció al Reino de Aragón en la Edad Media;False
1294;275;Parte del actual Aragón perteneció al Reino de Navarra en la Edad Media;False
1295;275;Ambos territorios mantuvieron una unión política en el siglo XI;False
1296;275;Navarra y Aragón tuvieron una unificación territorial en la Edad Moderna;False
1297;275;Parte del actual Aragón perteneció al Reino de Pamplona en la Edad Media;False
1298;275;Nunca hubo relaciones entre los reinos de Navarra y Aragón;False
1299;275;Ninguna es correcta;False
1300;275;Osasuna siempre gana al Real Zaragoza;False
1301;276;El gitano;False
1302;276;Rocío;False
1303;277;Peter Pan;False
1304;277;Blancanieves y los siete enanitos;False
1305;277;Los aristogatos;False
1306;277;Encanto;False
1307;277;El jorobado de Notre Dame;False
1308;277;Coco;False
1309;277;Hércules;False
1310;277;Lilo y Stitch;False
1311;278;Sí;False
1312;278;No;False
1313;279;8A;False
1314;279;8C;False
1315;279;9B;False
1316;279;9D;False
1317;279;AE;False
1318;279;AF;False
1319;279;BA;False
1320;280;Anatoli Kárpov;False
1321;280;Viktor Korchnói;False
1322;280;Garri Kaspárov;False
1323;280;Bobby Fischer;False
1324;280;Boris Spasski;False
1325;280;Igor Popov;False
1326;281;3.75 kg;False
1327;281;2.5 kg;False
1328;281;4.25 kg;False
1329;281;5.5 kg;False
1330;281;3.25 kg;False
1331;281;2 kg;False
1332;282;15456 km;False
1333;282;27632 km;False
1334;282;21465 km;False
1335;282;19110 km;False
1336;282;24942 km;False
1337;282;22531 km;False
1338;283;Delfín Baiji;False
1339;283;Cotorra de Carolina;False
1340;283;Rinoceronte negro;False
1341;283;Paloma pasajera;False
1342;283;Sapo dorado;False
1343;283;Pe cachorro de Tecopa;False
1344;284;Hay una leyenda navideña que habla de un hombre, “o apalpador” que da castañas a los niños pobres;False
1345;284;En Galicia se encuentra la ÚNICA muralla romana intacta;False
1346;284;El futbolin lo inventó un gallego;False
1347;284;Na noite de San Xoan;False
1348;284;Un postre típico son las filloas;False
1349;284;En un monte de pontevedra hay un monumento megalítico que se dice que es una barrera vivos-muertos;False
1350;284;Tenemos el faro romano en funcionamiento más antiguo del mundo;False
1351;285;Heavenly Bodies: Fashion and the Catholic Imagination, Rihanna y Tom Brady;False
1352;285;Manus x Machina: Fashion in an Age of Technology, Taylor Swift y Idris Elba;False
1353;285;China: Through the Looking Glass, Beyoncé y Jay-Z;False
1354;285;Camp: Notes on Fashion, Lady Gaga y Harry Styles;False
1355;285;Punk: Chaos to Couture, Sarah Jessica Parker y Bradley Cooper;False
1356;285;American Woman: Fashioning a National Identity, Oprah Winfrey y George Clooney;False
1357;285;Charles James: Beyond Fashion, Kate Moss y David Beckham;False
1358;286;Día mundial de la salud mental materna 🤰🏽;False
1359;286;Día internacional del personal de Paz de las Naciones Unidas 🇺🇳;False
1360;286;Día internacional del Té 🌿☕️;False
1361;286;Día de Star Wars 🪐🔫;False
1362;286;Día mundial sin piti Co' 🚬;False
1363;286;Día mundial de la libertad de prensa 📰;False
1364;286;Día mundial de la Tuba 🎺;False
1365;287;Enana roja;False
1366;287;Enana blanca;False
1367;287;Gigante luminosa;False
1368;287;Estrella de neutrones;False
1369;287;Subgigante;False
1370;287;Enana amarilla;False
1371;287;Supergigante luminosa;False
1372;287;Enana naranja;False
1373;287;Subenana;False
1374;288;Moño alto 😍;False
1375;288;Moño bajo;False
1376;288;Moño medio;False
1377;288;Suelto rizado;False
1378;289;En física, hace referencia al tiempo;False
1379;289;En física, el graviton podría, teóricamente, enviar objetos a la cuarta dimensión;False
1380;289;En física, implica una curvatura del espacio-tiempo;False
1381;289;En matemáticas, hace referencia a espacios euclídeos de más de 3 dimensiones;False
1382;289;En matemáticas,  4-cubo se llama teseracto;False
1383;289;En geometría, el teseracto es un hipercubo n=4;False
1384;289;Para resolver un problema en 4 dimensiones, debemos usar la analogía dimensional en n=4;False
1385;289;En la espiritualidad, es el espacio donde podemos habitar en un estado de libre consciencia;False
1386;290;+1;False
1387;290;😐;False
1388;291;Si;False
1389;291;No;False
1390;292;✅;False
1391;292;❌;False
1392;293;Zanahoria;False
1393;293;Nabo;False
1394;293;Apio;False
1395;293;Remolacha;False
1396;293;Calabacín;False
1397;293;Yuca;False
1398;294;Real Madrid;False
1399;294;Barcelona;False
1400;294;Atlético;False
1401;294;Valencia;False
1402;294;Athletic;False
1403;294;Real Zaragoza;False
1404;294;Betis;False
1405;294;Deportivo de La Coruña;False
1406;294;Real Sociedad;False
1407;295;Uruguay 3.27 metros;False
1408;295;Argentina 6.55 metros;False
1409;295;Australia 3.01 metros;False
1410;295;China 2.50 metros;False
1411;295;Pakistan 1.70 metros;False
1412;295;Ucrania 5.39 metros;False
1413;295;Islandia 4.20 metros;False
1414;296;La Copa de campeon fue robada meses antes y fue recuperada por un perro;False
1415;296;A los argentinos y brasileños se les asignaron campos de entrenamiento sin porterias;False
1416;296;Ratín,;False
1417;296;Fue el primer mundial en el que hubo una mascota;False
1418;296;Fue el primer mundial que se retransmitió a color y vía satélite;False
1419;296;Aficionados Extranjeros pagaron habitaciones de 5 ⭐ y acabaron en cuartos comunales de un internado;False
1420;296;España hizo el ridículo y no pasó ni de fase de grupos;False
1421;297;Cuando la cosa no me va buena;False
1422;297;3 Caras;False
1423;297;El camino;False
1424;297;Ni soy santo;False
1425;297;Carameloraro;False
1426;297;Sharila;False
1427;297;No te lo niego, ma dolío;False
1428;297;Pa llorar;False
1429;298;Neptuno;False
1430;298;Urano;False
1431;298;Jupiter;False
1432;298;Venus;False
1433;298;Plutón;False
1434;298;La Tierra;False
1435;298;Saturno;False
1436;299;Si;False
1437;299;No;False
1438;300;Malempleao;False
1439;300;Malimpleao/u';False
1440;301;Su esperanza de vida era de 25 años;False
1441;301;Como máximo alcanzaba velocidades de hasta 40km por hora;False
1442;301;Eran capaces de regular su propia temperatura;False
1443;301;Tenían entre 50 y 60 dientes;False
1444;301;Tragaban a sus víctimas sin masticarlas;False
1445;301;Solo vivían en América;False
1446;301;El olfato era su sentido mejor y más desarrollado;False
1447;302;948,00€;False
1448;302;1200,00€;False
1449;302;1221,20€;False
1450;302;1021,50€;False
1451;302;1179,00€;False
1452;302;991,70€;False
1453;302;1000,21€;False
1454;303;+4 sin restar;False
1455;303;+1 sin restar;False
1456;303;+4 y restar -4;False
1457;304;1;False
1458;304;2;False
1459;305;guepardos;False
1460;305;leopardos;False
1461;306;Si;False
1462;306;No;False
1463;307;Lola Indigo;False
1464;307;Aitana;False
1465;308;Una pisa;False
1466;308;Una tortilla de patata;False
1467;309;3 cajas de valerianas;False
1468;309;Una barca a pedales;False
1469;310;Babosas;False
1470;310;Ardillas;False
1471;310;Caracoles;False
1472;310;Ratas;False
1473;310;Cucarachas;False
1474;310;Ajos;False
1475;310;Cebollas;False
1476;310;Coles de bruselas;False
1477;311;Sofás;False
1478;311;Sofases;False
1479;311;Ambas opciones son validas;False
1480;312;Bamboléo;False
1481;312;Ingobernable ft C tangana;False
1482;312;Volare;False
1483;313;35%;False
1484;313;45%;False
1485;313;55%;False
1486;313;65%;False
1487;313;75%;False
1488;313;85%;False
1489;314;Contra;False
1490;314;Sobre;False
1491;314;Entre;False
1492;314;Igual;False
1493;314;Dentro de;False
1494;315;Arquitectura;False
1495;315;Pintura;False
1496;315;Escultura;False
1497;315;Música;False
1498;315;Danza;False
1499;315;Literatura;False
1500;315;Cine;False
1501;316;EMPATE GENERAL;False
1502;316;DESEMPATE AL FALLO SOLO LOS 🥇;False
1503;316;DESEMPATE ENTRE TODOS;False
1504;317;Si;False
1505;317;No;False
1506;318;Uno de eses gatos - sen senra sky romp;False
1507;318;Where she goes - badbunny;False
1508;318;Team Shakira - Cecilio G;False
1509;318;Stunna islandd - Steve lean Rojuu;False
1510;318;Just wanna rock - Lil Uzi;False
1511;319;155 cm;False
1512;319;160 cm;False
1513;319;162 cm;False
1514;319;166 cm;False
1515;319;169 cm;False
1516;320;58 KG;False
1517;320;60 KG;False
1518;320;63 KG;False
1519;320;66 KG;False
1520;320;69 KG;False
1521;320;73 KG;False
1522;321;Rachel;False
1523;321;Chloe;False
1524;321;Kelly;False
1525;321;Angela;False
1526;321;Virginia;False
1527;321;Blair;False
1528;321;Olivia;False
1529;322;Sofia;False
1530;322;Manoli;False
1531;322;Erin;False
1532;322;Paoli;False
1533;322;Sara;False
1534;322;Nadie hace eso, es rarísimo;False
1535;323;Calcio;False
1536;323;Yodo;False
1537;323;Hierro;False
1538;323;Zinc;False
1539;323;Potasio;False
1540;323;Sodio;False
1541;323;Magnesio;False
1542;324;gavi;False
1543;324;betzi;False
1544;325;👍;False
1545;325;👎;False
1546;326;3,6;False
1547;326;3,9;False
1548;326;4,1;False
1549;326;4'8;False
1550;326;5,0;False
1551;326;6,4;False
1552;326;7,2;False
1553;326;8;False
1554;327;Fusión nuclear;False
1555;327;Gravitación;False
1556;327;Desintegración radiactiva;False
1557;327;Reacción de combustión;False
1558;327;Reacción química;False
1559;327;Transformación de energía;False
1560;327;Colapso gravitacional;False
1561;328;👍🏼;False
1562;328;👎🏼;False
1563;329;Síndrome inmunitario agravado;False
1564;329;Síndrome intensificado de autoinmunidad;False
1565;329;Síndrome de inmunodeficiencia adquirida;False
1566;329;Síndrome intensificado adquirido;False
1567;329;Síndrome inmediato de autosensibilidad;False
1568;329;Síndrome inmunogénico de anomalía definida;False
1569;329;Si;False
1570;330;Si;False
1571;330;No;False
1572;331;Corea del Sur;False
1573;331;Arabia Saudita;False
1574;331;China;False
1575;331;Emiratos Arabes;False
1576;331;Estados Unidos;False
1577;331;Rusia;False
1578;331;Japón;False
1579;331;Canadá;False
1580;332;2%;False
1581;332;5%;False
1582;332;10 %;False
1583;332;15%;False
1584;332;20%;False
1585;332;25%;False
1586;332;30%;False
1587;333;Mercurio;False
1588;333;Venus;False
1589;333;Marte;False
1590;333;Jupiter;False
1591;333;Saturno;False
1592;333;Urano;False
1593;333;Neptuno;False
1594;334;sí;False
1595;334;no;False
1596;335;Ocurre cuando la Tierra se encuentra más cerca del Sol, lo que resulta en temperaturas más altas;False
1597;335;Marca el inicio de la temporada de lluvias intensas en regiones tropicales;False
1598;335;Durante el solsticio de verano, el eje de la Tierra se encuentra inclinado hacia el Sol;False
1599;335;Se produce cuando la órbita de la Tierra alrededor del Sol alcanza su punto más alejado;False
1600;335;la Tierra se alinea directamente entre el Sol y la Luna, lo que da lugar a un eclipse solar total.;False
1601;335;Momento en el que la capa de ozono se vuelve más delgada, lo que aumenta la exposición a rayos U.V;False
1602;336;Cada uno piensa un pregunta y se organiza calendario, como la ultima temporada.;False
1603;336;Volvemos a formato original.;False
1604;336;¿Equipos? No se como sería 🤨.;False
1605;337;Si;False
1606;337;No;False
1607;338;Todos los animales de experimentación han de estar vacunados;False
1608;338;Reemplazar, reducir y refinar el número de animales y las técnicas utilizadas;False
1609;338;Principio de no maleficencia;False
1610;338;Solo se permitirá guardar uno o dos animales por jaula en el animalario;False
1611;338;Principio de Bernouilli;False
1612;338;El investigador solo podrá tratar cn 1grupo reducido d animales para evitar la contaminación cruzada;False
1613;338;Al ser sacrificado, el animal no podrá destinarse a ningún otro experimento, ya q no serviría;False
1614;339;Panterita_01 🐈‍⬛;False
1615;339;Tiki Taka ⚽️🔥;False
1616;339;GOFREMAN 🧇🦸🏻‍♂️;False
1617;340;Pez Globo;False
1618;340;Serpiente de Cascabel;False
1619;340;Serpiente marina de Taipan;False
1620;340;Avispa de Mar;False
1621;340;Viuda negra;False
1622;340;Araña de tela de embudo;False
1623;340;Escorpión emperador;False
1624;341;1cm;False
1625;341;25cm;False
1626;341;50cm;False
1627;341;1m;False
1628;341;2m;False
1629;341;4m;False
1630;341;8m;False
1631;341;Ninguna de las anteriores;False
1632;342;275km;False
1633;342;375km;False
1634;342;475km;False
1635;342;875km;False
1636;342;1275km;False
1637;342;3575km;False
1638;343;Que me quedan en la boca;False
1639;343;35;False
1640;343;36;False
1641;343;37;False
1642;343;38;False
1643;343;39;False
1644;343;40?🤮;False
1645;344;Pam;False
1646;344;Karen;False
1647;345;18;False
1648;345;26;False
1649;345;38;False
1650;345;66;False
1651;345;68;False
1652;345;86;False
1653;345;88;False
1654;346;Got 2 luv u;False
1655;346;She doesnt mind;False
1656;347;RSA;False
1657;347;PDP;False
1658;347;CURVAS ELIPTICAS;False
1659;347;ENIGMA;False
1660;347;SOLO INTRODUCEN RUIDO AL MENSAJE;False
1661;347;REALMENTE NO ESTA CIFRADO;False
1662;348;Si;False
1663;348;No;False
1664;349;1973;False
1665;349;1983;False
1666;349;1993;False
1667;349;2003;False
1668;349;2013;False
1669;349;2023;False
1670;350;Solo de mi;False
1671;350;La romana;False
1672;350;Mia;False
1673;350;Otra noche en miami;False
1674;350;Si estuviesemos juntos;False
1675;350;Estamos bien;False
1676;350;Ni bien ni mal;False
1677;351;si;False
1678;351;no;False
1679;351;de vez en cuando nada mal;False
1680;352;Toro Salvaje;False
1681;352;Tess;False
1682;352;Gente Corriente;False
1683;352;El imperio contraataca;False
1684;352;Moscú no cree en las lagrimas;False
1685;352;El hombre elefante;False
1686;352;Fame;False
1687;353;San patricio;False
1688;353;San Jaime;False
1689;353;San Gregorio;False
1690;353;San Jorge;False
1691;353;San Pedro;False
1692;353;San Carlos;False
1693;354;Si tiene una mancha amarilla;False
1694;354;Si no tiene ninguna mancha;False
1695;354;Si tiene el rabo tieso;False
1696;354;Si tiene el rabo caído;False
1697;354;Si tiene un color oscuro;False
1698;354;Si tiene un color claro;False
1699;355;Cascada de Gavarnie;False
1700;355;Cascada de la Cola de Caballo;False
1701;355;Cascada del Estrecho;False
1702;355;Cascada de Arripas;False
1703;355;Cascada del Sorrosal;False
1704;355;Cascada de la Cueva;False
1705;356;Banco 🏦;False
1706;356;No Banco 🏦❌️;False
1707;357;1;False
1708;357;2;False
1709;357;3;False
1710;358;Noche Loca;False
1711;358;Hasta Cuando;False
1712;358;No Digas Nada;False
1713;358;Reir o Llorar;False
1714;358;.Desagradecida;False
1715;358;El Recuerdo;False
1716;358;Si Tu No Estás;False
1717;359;Carol;False
1718;359;Call me by your name;False
1719;359;Moonlight;False
1720;359;La chica danesa;False
1721;359;Brockeback mountain;False
1722;359;Retrato de una mujer en llamas;False
1723;359;La hida de Adéle;False
1724;359;Todo sobre mi madre;False
1725;360;Moro;False
1726;360;Panchito;False
1727;360;Negro;False
1728;361;5;False
1729;361;8;False
1730;361;13;False
1731;361;17;False
1732;361;21;False
1733;361;24;False
1734;362;Frida Kahlo;False
1735;362;Salvador Dalí;False
1736;362;Pablo Picasso;False
1737;362;Enrick Bern;False
1738;362;John Cage;False
1739;363;Londres;False
1740;363;Paris;False
1741;363;Estados Unidos;False
1742;363;China;False
1743;363;Alemania;False
1744;364;Mi carro;False
1745;364;Un beso en la discoteca;False
1746;364;El Meneito;False
1747;364;Borro Cassette;False
1748;364;Dale Vieja;False
1749;364;El Prostituto;False
1750;364;Te lo voy a partir;False
1751;364;María Lola;False
1752;364;Me vas a extrañar;False
1753;365;Flor de la Granadilla;False
1754;365;Espina de Cristo;False
1755;365;Flor de la pasión;False
1756;365;Pasionaria;False
1757;365;Flor de la paciencia;False
1758;365;Orquídea del atardecer;False
1759;365;Flor del enigma;False
1760;366;Calico Jack;False
1761;366;Los hermanos pinzon;False
1762;366;Bartholomew Roberts;False
1763;366;Capitán Kidd;False
1764;366;Pingaen Tukkulo;False
1765;366;Barbanegra;False
1766;366;Barbaroja;False
1767;367;Gato 🐈;False
1768;367;Toro 🐂;False
1769;367;Cerdo 🐷;False
1770;367;Paloma 🐦;False
1771;367;Cabra 🐐;False
1772;367;Tractor 🚜;False
1773;367;Cordero 🐑;False
1774;368;1;False
1775;368;2;False
1776;368;3;False
1777;368;4;False
1778;368;5;False
1779;368;6;False
1780;368;7;False
1781;368;10;False
1782;369;No por mucho madrugar amanece más temprano;False
1783;369;El que de potro no galopa de caballo de desboca;False
1784;369;El que no tenga orden ni ley que lo busque en casa y no en el rey;False
1785;369;Habló el mudo y dijo lo que pudo;False
1786;369;A todo cerdo le llega su san martín;False
1787;369;El que con lo ajeno se viste por la calle le desnudan;False
1788;369;El que no tenga cabeza que tenga pies;False
1789;369;Todos son popularmente conocidos;False
1790;370;2014;False
1791;370;2015;False
1792;370;2016;False
1793;370;2017;False
1794;370;2018;False
1795;370;2019;False
1796;371;120 años;False
1797;371;200 años;False
1798;371;250 años;False
1799;371;300 años;False
1800;371;400 años;False
1801;371;500 años;False
1802;372;Comer picante ayuda a combatir el calor;False
1803;372;El calor quita el apetito porque necesitamos menos energia para regular la temperatura corporal;False
1804;372;El verano mas caluroso en españa ha sido el de 2022;False
1805;372;La temperatura maxima jamas registrada en españa fue en cordoba con 47,6 grados;False
1806;372;La temp maxima jamas registrada en el mundo es en el Valle de la Muerte en EEUU con 56.7grados;False
1807;372;En areas del interior de la peninsula , julio es el mes mas caluroso del año.;False
1808;372;El 6 de agosto es el dia considerado en españa como el mas caluroso del año;False
1809;372;La temperatura máxima registrada en el Polo Sur es de -1 grado;False
1810;373;Dominica;False
1811;373;Estados Federados de Micronesia;False
1812;373;Granada;False
1813;373;Kitibati;False
1814;373;Belice;False
1815;373;Fiyi;False
1816;373;Seychelles;False
1817;374;60-65;False
1818;374;50-55;False
1819;374;40-45;False
1820;374;70-75;False
1821;374;80-85;False
1822;375;0;False
1823;375;10;False
1824;375;20;False
1825;375;30;False
1826;375;40;False
1827;375;50;False
1828;375;60;False
1829;375;70;False
1830;375;80;False
1831;375;90;False
1832;375;100;False
1833;376;Sí;False
1834;376;No;False
1835;377;Zimbabue;False
1836;377;Líbano;False
1837;377;Venezuela;False
1838;377;Cuba;False
1839;377;Argentina;False
1840;377;Sri Lanka;False
1841;377;Irán;False
1842;377;Ghana;False
1843;378;1;False
1844;378;2;False
1845;378;3;False
1846;378;4;False
1847;378;5;False
1848;378;6;False
1849;378;7;False
1850;379;45;False
1851;379;312;False
1852;379;151;False
1853;379;98;False
1854;379;1003;False
1855;379;930;False
1856;379;515;False
1857;380;Rana Paedophryne;False
1858;380;Musaraña;False
1859;380;Murcielago nariz de cerdo;False
1860;380;Colibri abeja;False
1861;380;Camaleón Brookesia;False
1862;381;Sal;False
1863;381;Canela;False
1864;381;Azucar;False
1865;381;Miel;False
1866;381;Ketchup;False
1867;381;Berenjena;False
1868;381;Mejillon;False
1869;381;Cafe;False
1870;382;Intestino delgado;False
1871;382;Corazon;False
1872;382;Bazo;False
1873;382;Higado;False
1874;382;Intestino grueso;False
1875;382;Riñón;False
1876;383;Si;False
1877;383;No;False
1878;384;Si;False
1879;384;No;False
1880;385;Si;False
1881;385;No;False
1882;386;125 Años;False
1883;386;150 Años;False
1884;386;175 Años;False
1885;386;200 Años;False
1886;386;225 Años;False
1887;386;250 Años;False
1888;386;275 Años;False
1889;387;58;False
1890;387;66;False
1891;387;70;False
1892;387;77;False
1893;387;82;False
1894;387;87;False
1895;387;93;False
1896;388;12 por cada 100k habitantes;False
1897;388;10 por cada 100k habitantes;False
